method,estimator,embedding_net,task,num_simulations,seed,model_id,observation_ids,metric,value,time_train,time_eval,cfg
nle,maf,none,two_moons,100000,1,66,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.52575, 0.5204, 0.516, 0.5366, 0.5339, 0.5178499999999999, 0.55015, 0.53595, 0.51485, 0.52495]",516.5158576965332,21.0466091632843,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'two_moons', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,gaussian_linear,1000,1,67,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.7041000000000001, 0.6638499999999999, 0.6961999999999999, 0.71445, 0.5923499999999999, 0.6146499999999999, 0.6168, 0.7483000000000001, 0.6892499999999999, 0.7253000000000001]",3.636134624481201,61.30144295692444,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 1000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,gaussian_linear,10000,1,68,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.6071000000000001, 0.57885, 0.5737, 0.64455, 0.57955, 0.5703499999999999, 0.57365, 0.63305, 0.5665000000000001, 0.6643000000000001]",28.18161940574646,62.86057350635529,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 10000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nle,maf,none,slcp,10000,1,69,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.7636499999999999, 0.7863, 0.7635500000000001, 0.8698499999999999, 0.7962, 0.7003999999999999, 0.7522, 0.8053000000000001, 0.74145, 0.8044499999999999]",287.9797592163086,54.85907380580902,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'slcp', 'num_simulations': 10000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
npe,nsf,none,gaussian_linear,100000,1,70,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.5418999999999999, 0.52275, 0.52455, 0.5501, 0.5263, 0.51335, 0.5243499999999999, 0.5458999999999999, 0.51715, 0.5317000000000001]",664.4823377132416,0.1081711292266845,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'nsf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5, 'num_bins': 10}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'direct', 'params': {}}, 'name': 'npe', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,bernoulli_glm,1000,1,71,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.8840999999999999, 0.8896, 0.92225, 0.90215, 0.9561, 0.8965, 0.9008500000000002, 0.8917999999999999, 0.892, 0.9278000000000001]",6.475889444351196,75.2607890367508,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'bernoulli_glm', 'num_simulations': 1000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,slcp,1000,1,72,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.9774499999999999, 0.9783999999999999, 0.9578, 0.9810000000000001, 0.9521499999999999, 0.9490999999999999, 0.9872, 0.9808999999999999, 0.9610499999999998, 0.9426]",5.603945970535278,33.96390037536621,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'slcp', 'num_simulations': 1000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,slcp,10000,1,73,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.9420999999999999, 0.8987999999999999, 0.8396000000000001, 0.9609, 0.85115, 0.83735, 0.9433, 0.9339500000000001, 0.8497999999999999, 0.87805]",32.03756642341614,31.931173229217528,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'slcp', 'num_simulations': 10000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,gaussian_linear,100000,1,74,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.54755, 0.5403500000000001, 0.5398, 0.5836499999999999, 0.5237999999999999, 0.5199, 0.53335, 0.55225, 0.53905, 0.5864]",214.15755915641785,60.69347586631775,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nle,maf,none,bernoulli_glm,1000,1,75,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.6775, 0.65965, 0.79495, 0.70195, 0.7421999999999999, 0.7153, 0.7598999999999999, 0.808, 0.7619999999999999, 0.7295]",14.546727418899536,92.78183443546295,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'bernoulli_glm', 'num_simulations': 1000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nle,maf,none,bernoulli_glm,10000,1,76,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.6119000000000001, 0.6549, 0.6779999999999999, 0.6669499999999999, 0.6236, 0.609, 0.618, 0.65805, 0.6243000000000001, 0.5841000000000001]",115.09528636932372,97.60429532527924,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'bernoulli_glm', 'num_simulations': 10000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,slcp,100000,1,77,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.89075, 0.8213999999999999, 0.7481, 0.93295, 0.7695500000000001, 0.7638, 0.92745, 0.8939, 0.7302, 0.8606]",333.06616044044495,31.097137784957887,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'slcp', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nle,maf,none,gaussian_linear,1000,1,77,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.67075, 0.5991500000000001, 0.59345, 0.65335, 0.5771499999999999, 0.6259499999999999, 0.6436999999999999, 0.6230500000000001, 0.61725, 0.65015]",10.182934284210203,108.82765724658968,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 1000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,bernoulli_glm,10000,1,78,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.86005, 0.8022500000000001, 0.88635, 0.86265, 0.93955, 0.85075, 0.8205, 0.8399000000000001, 0.8376999999999999, 0.8557]",21.036372661590576,55.847901129722594,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'bernoulli_glm', 'num_simulations': 10000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nle,maf,none,gaussian_linear,10000,1,79,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.5494000000000001, 0.56335, 0.5446, 0.5757000000000001, 0.54345, 0.5420499999999999, 0.54495, 0.593, 0.5601499999999999, 0.6095499999999999]",50.08048391342163,108.01282272338868,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 10000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
npe,nsf,none,two_moons,100000,1,80,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.5123, 0.5251999999999999, 0.5236, 0.5215500000000001, 0.54265, 0.5045499999999999, 0.5333500000000001, 0.5161999999999999, 0.51105, 0.5284500000000001]",1601.2238039970398,0.0615271091461181,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'nsf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5, 'num_bins': 10}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'direct', 'params': {}}, 'name': 'npe', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'two_moons', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
npe,nsf,none,bernoulli_glm,100000,1,81,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.60355, 0.6073500000000001, 0.615, 0.6143, 0.5854999999999999, 0.5489, 0.55795, 0.6113, 0.57535, 0.5858000000000001]",1457.3191103935242,0.1097906112670898,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'nsf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5, 'num_bins': 10}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'direct', 'params': {}}, 'name': 'npe', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'bernoulli_glm', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nle,maf,none,gaussian_linear,100000,1,82,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.52655, 0.5073, 0.52175, 0.5447, 0.51, 0.5171499999999999, 0.5195000000000001, 0.5329, 0.51905, 0.50925]",468.84221935272217,102.77848541736604,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'maf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nle', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_linear', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
nre,mlp,none,bernoulli_glm,100000,1,83,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.71175, 0.7771000000000001, 0.81505, 0.71115, 0.7162499999999999, 0.6659499999999999, 0.6837, 0.6830499999999999, 0.7612500000000001, 0.7]",469.909478187561,77.47029266357421,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'mlp', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'mcmc', 'params': {'sample_with': 'mcmc', 'mcmc_method': 'slice_np_vectorized', 'mcmc_parameters': {'num_chains': 100}}}, 'name': 'nre', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'bernoulli_glm', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
npe,nsf,none,gaussian_mixture,100000,1,84,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",c2st,"[0.5081499999999999, 0.5186999999999999, 0.5178499999999999, 0.5094, 0.5199, 0.51915, 0.5052000000000001, 0.51145, 0.5076, 0.5209499999999999]",1993.9385221004488,0.0565529108047485,"{'name': 'sbibm', 'seed': 1, 'model_id': None, 'save_model': True, 'save_summary': True, 'method': {'train': {'training_batch_size': 200, 'learning_rate': 0.0005, 'validation_fraction': 0.1, 'max_num_epochs': 2147483647, 'clip_max_norm': 5.0}, 'estimator': {'name': 'nsf', 'params': {'z_score_theta': 'independent', 'z_score_x': 'independent', 'hidden_features': 50, 'num_transforms': 5, 'num_bins': 10}}, 'embedding_net': {'name': 'none', 'params': {}}, 'sampler': {'name': 'direct', 'params': {}}, 'name': 'npe', 'device': 'cpu', 'show_progress_bars': False}, 'task': {'name': 'gaussian_mixture', 'num_simulations': 100000, 'params': {}}, 'eval': {'name': ['c2st'], 'observation_ids': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 'num_eval_samples': 10000}, 'partition': {'hydra': {'mode': 'MULTIRUN', 'launcher': {'partition': '2080-galvani', 'gres': None, 'cpus_per_task': 8, 'mem_gb': 16}}}, 'sweeper': {'name': None, 'objective': None}}"
